Text,Rating,Drug
I’m type 2 diabetic and was on Ozempic for quite sometime and having difficulty getting my med. My doctor changed me to Mounjaro for my diabetes thinking I would be able to get my meds. I started on the 5mg since I had been on Ozempic. My side effects were typical slight nausea.  I was trying to get my 2nd month filled and the issues started with availability AGAIN. The 5mg and 7.5mg were on backorder.  He increased my dose to 10mg. I have experienced sulfur burps but that is about it. I have not seen much weight loss but then again I’m more concerned about my diabetes. Shame on the drug companies for dangling a med that works to lower A1C and cholesterol and choosing to utilize it for weight loss where the insurance won’t cover it. I’m not using this med for vanity it’s for my chronic disease.,7.0,Mounjaro
"I started Mounjaro to help control my blood sugar.  I had tried Ozempic and Trulicity and could not tolerate the nausea, sulfur burps and stomach issues. Mounjaro has been life changing. No bad side effects.  I’m not hungry, I don’t have cravings, I’m losing weight steadily, and sweet desserts taste too sweet.  Many people say they’ve had bad side effects with it.  I say try it as it may work for you. Just like I couldn’t use other meds that other people love.  For me it has been life altering.",,Mounjaro
I have been on 2.5 mg for 5 weeks.  My starting weight was 263.  I have lost 15 lbs. with no side effects.  My doctor has placed me on the 5 mg dosage.  Hopefully I will continue losing weight with no side effects.,10.0,Mounjaro
"Female age 56. Started Mounjaro for type 2 diabetes in February 2022. Start weight was 249 pounds. Today, my weight is 162, down a total of 87 pounds! No more high blood pressure or high cholesterol. My lower back pain that prevented me from walking for more than 5 minutes is gone. I no longer get out of breath just trying to do normal everyday things. I was very depressed and miserable due to the struggle of trying to live life being so overweight and basically semi-handicapped. I was very introverted and unhappy overall for decades due to being overweight and countless attempts to lose weight and not able to be successful and continued to gain. Now I can walk for miles on end without any pain. I can do things I did 25 years ago. I got my life back. Wish this drug was around many years ago but better late than never. I am on a 15mg dosage. If I get nausea the day after the shot, I take a couple of tums and it’s gone. I take a stool softener to combat hard stools and it does the trick.",10.0,Mounjaro
"I started taking Mounjaro 9/1. This resulted in the very worst month of my life. WEEK ONE - Super Nauseous, indigestion, stomach pain 3-4 days of the first week. My appetite went from a 10 to a 2. (Which was good) WEEK TWO - I had diarrhea for 3-4 days, along with sulfur belches, nausea, stomach pain...I ended up having to take sick days and going to get an IV bag to recover from the dehydration. WEEK THREE - World class nausea and vomiting. 3 days of vomiting so hard that I ruptured my esophagus.  The entire month, if I was not having diarrhea I was VERY constipated. I lost 9 lbs in one month, but I don't know if it was because I could barely eat because of the sickness. 

PASS!!",2.0,Mounjaro
Be careful when deciding to take this medication. I advise you to speak first with your doctor and if you could find another way to lose weight you should decide to go with something else. The side effects for some people are almost unbearable. I was 100% healthy before taking this. Now my blood sugar levels are low I can not wait for this to leave my system. It’s hard to work out I feel awful. Ever since I stopped taking it since my sugar levels are low I have to eat more sugar and it’s hard to eat. I feel nauseous and it’s so hard to start the day feeling like this. Please beware I know of people that are not even eating while taking this because they lost their appetite and they have to blend their food because it won’t go down. The side effects at the beginning for many people are really awful. If you have to work and be productive don’t take this medicine you will regret it.,1.0,Mounjaro
"I am 6ft and started at 213lbs. Blood sugars were a little elevated and I could see they were headed in the wrong direction. I also have severe sleep apnea. 
I started @7.5 and just finished my fourth week.  This drug is amazing. I’m down 24 lbs in 28 days. Lost 4 lbs last week. Current weight is 189lb. Goal is 175lb. I check my blood sugar 2 or 3 times a day. My highest reading was 101 about an hour after eating. Most readings in the low 80s which is perfect.  I couldn’t have asked for more from this drug. 
Side effects are constipation (drink lots of water) and tired the day after the shot. 
I’ve been slightly overweight my entire life. I hope to lose this weight and then see if the sleep apnea goes away.  Life changing.",10.0,Mounjaro
"Holy side effects. 

First, if you eat when you take it, it just sits in your stomach and you’ll be burping it for 12 hours. 

The headache is insane. Starts immediately. 

Then you are hit with 3 days of nausea, fatigue and just overall fatigue. Just when you start to feel better, cue the insane heartburn ! 

It took me 5 days to feel normal again. 

I’ll pass on this even though I lost 5 pounds the first week.",2.0,Mounjaro
"This is my fifth week and I started on 2.5mg and now on 5.0mg, I have had only one side effect. Dry mouth but I lost 29lbs the first month. I weighed 243lbs and now I am down to 214lbs. If you don’t eat fried foods, sugar, or heavy carbs, you will do great. I don’t overeat anymore, plus exercise I walk 5 miles a day. I drink at least 64fl oz water. This medication is worth taking. I had no issues at all. And feel great. I can’t wait to fulfill my journey. The key is to follow a plan. You want a life change this is it! I used the coupon and only certain pharmacies know how to code it. I got lucky because My pharmacy worked with me.",10.0,Mounjaro
Constant nausea no matter what I eat. Muscle weakness and tired all the time. I’m feeling mentally down. Tomorrow will be my 3rd shot and I’m seriously hoping these side effects go away so I can get type II diabetes under control. Probably losing some weight because I dread the nausea after eating so am not eating as much. The verdict is still out for me on this medicine.,7.0,Mounjaro
"I saw this medication on TikTok & decided to try it.  Started on 2.5mg  on 9/23/22 at 204 pounds.  Had some chills & started feeling a little off, light headed, metallic taste in mouth, major loss of appetite, increased anxiety. Continued through the 2.5mg then moved up to 5.0mg.  On my 4th injection of 5.0mg my life flipped upside down. This medication caused me some serious side effects, syncope, dehydration, electrolytes to be out of sync, chest pain & one heck of panic attack while at work  I had to be rushed to ER.   Very scary & thankful I was not driving when it happened.   I've stopped the medication immediately.  I want to feel normal again. Down to 190 pounds now not worth the risk.",1.0,Mounjaro
