Comment,Drug
This is my 8th week and using 0. 5.   I lost 12lb and I have more energy now so I go to exercise as well now.   Only on the first week I have heavy headache but it was gone on my second week.   I thought of stopping it after first week due to the headache but luckily I continued and I am having happy life now. ,Ozempic
"Been using ozempic for 7 weeks lost 12 pounds  i also take xzando and lantus at night.  Gas, nausea,  headache and a few low A1c.  But my number is down fron 8. 1 to 5. 4. 
For the Gas I find that Gas X helps.  And the nausea i sip on cold water and keep your meals small.  I dont throw up yet and no constipation or Diarrhea. ",Ozempic
"This Ozempic was prescribed as a last ditch effort to get my A1C down prior to starting insulin.  The first . 25 dose caused significant nausea but I battled through it for a couple weeks before starting the . 50 dose.  The nausea increased with the higher dose and I considered stopping but had lost ten pounds and had zero appetite and my sugar was down so chose to continue.  It is been about 6 months now,  I am taking the full 1. 0 dose and although the nausea is still an issue it has lessened in severity and comes in waves so I know it will pass and just tough it through.  I have dropped about 30 lbs and counting,  my A1C is now in the prediabetic range and I have been able to lower doses of other medications that were causing significant side effects.  I now feel better,  look better,  have more energy and no longer have the constant food cravings or desire to overeat.  If you can ride out the nausea the benefits of ozempic are huge,  for me anyway. ",Ozempic
"The first few weeks I suffered some nausea and my food intake was reduced probably about 30 as a result.  I started at . 25 for a month then . 50 for a month then 1. 00 which was full dose.  I have been on the drug for about 6 months now.  My weight dropped 30 pounds from 264 pounds to 234 pounds and I seem to be levelling at that range.  My target BMI weight for 6 foot 3 is 210 but I would be happy at 225.  
I have found that Ozempic did cause some constipation but overall once I achieved the full dose for a few weeks I felt much better.   The weight loss has really helped how I feel and I will
Be doing my 6 month blood work up next week.  Hoping to see some good results with glucose which was at 6. 0 and cholesterol at 259.  Overall I am very happy with the results to date. ",Ozempic
"Been taking Ozempic for two weeks now.   I wondered how this drug could allow some   or most   people to lose weight.   Now I know   it makes you feel sort of sick to your stomach,  and takes away your appetite   at least that is my result so far.   I am hoping to develop a tolerance to it.    Not a real pleasant experience so far,  but I have not vomited or had diarrhea as some  users have reported.   It does appear to be lowering my blood glucose somewhat,   which is the primary reason I am taking it.   I am also taking metformin but have been able to reduce the dosage.   Still only taking . 25 mg of Ozempic so result of higher dosages is unknown now.   Will post again in a month or two with higher dosage usage results. ",Ozempic
"I have taken 4,  14 shots and it is not good.  The first two weeks were great.  I had no hunger after dinner time.  Even though I would stand in front of the fridge and look in,  I would not take anything out for a snack.  I take my shot on Saturday mornings at 8 am.  Now,  Monday the 19th,  I got sick.  It was 8 pm and I regurgitated everything,  or so I thought.  Then explosives were set off in my anus.  At times,  for the next 12 hours,  I was sitting on the pot while regurgitating into the trash bin.  I kept drinking my Docs said to drink Power Ade.  But it was like there was a throughway from my mouth straight out the dark side.  It took until Thursday before I was strong enough to do anything.  Any ideas how to stop this from happening again?  Please,  I need some help. ",Ozempic
"I was moved to Ozempic from Januvia.  At the time I started Ozempic,  I would brought my blood sugar down to what would translate to an A1C of 5. 5 or so,  and I would managed to kick most of the insulin I was on.  I started Ozempic at 0. 25 units per week and had mild nausea and diarrhea,  but my appetite vanished and I could barely bring myself to eat.  Once I started the full dose,  my blood sugars began to climb rapidly.  I would be fine in the mornings at first and then experience wild spikes between meals,  until finally my fasting sugar started to climb out of my desired range.  I actually had to take MORE insulin,  not less,  just to keep my fasting BG below 7.  Ozempic was absolutely NOT worth it   even with the lower price here in Canada,  the cost is ridiculous,  the benefits never materialized and the effects on my appetite destroyed the healthy diet I was trying to eat.  Good example of how new isn not always good. ",Ozempic
"I have been on Ozempic for 2. 5 months now 10 weeks as of today off label for PCOS.  I started with a dose of . 25 for the first four weeks,  and have been on . 5 for the remaining six.  On the . 25 dose,  I felt my appetite was slightly reduced and I had some mild nausea.  As soon as I went to . 5,  the side effects started and I started getting extreme nausea,  diarrhea,  rancid burps,  and I can no longer eat.  If I eat more than a regular ham and cheese sandwich in a day,  I feel extremely nauseous and the burps come back.  As of my last doctor is appointment I have lost about 3 pounds,  but I don not know if I can keep this up.  I am miserable. 

I won not know until next month whether it is working like my doctor has intended because she needs blood tests to verify all of that,  so I can not speak to how effective it has been yet. ",Ozempic
"I have been on Ozempic semaglutide for 7 weeks and am presently on . 50mg dose.  Positives   I have lost 15 pounds,  my A1c has dropped from 6. 8 to 6. 0.  I feel great.  Negatives    Blood level dropped fast with the first shot,  after that no issues,  slight nausea right after the shot.  It doesn not last more than 30 mins.  
Positives outweigh the negatives IMO",Ozempic
"I can barely eat or even drink water.   Sure,  my blood sugars are low,  but I can not even eat 300 calories a day on this,  it is like chemically induced anorexia.   Extreme weight loss thru starvation is not something I consider a treatment.   Extreme Nausea is after even every sip of water.   It took me 3 hrs to eat 12 c of plain oatmeal today   one of the few things that doesn not make it worse. 

I need a therapy that is life sustaining,  and includes healthy diet.   Under 300 calories a day is not healthy. ",Ozempic
"Started Ozempic about 7 weeks ago.   Dosage . 25.   First week noticed some nausea,  a lot of gas,  some reflux and  diarrhea.   Each week side effects were getting worse.   Nausea very bad,  pains in left side,  waves of heat,  no energy an all In all just feeling BAD!   Diarrhea is bad and a bit uncontrollable.   Have not raised dosage due to being afraid of worse side effects.    Have lost 5 pounds.   Appetite is definitely less.   My sugar numbers have not improved that much,  which leads me to believe it is what I am eating.   I still crave sweets.   I have some jittery feelings at times!   I am very discouraged. ",Ozempic
